Serial Number,List Year,Date Recorded,Town,Address,Assessed Value,Sale Amount,Sales Ratio,Property Type,Residential Type
202000106,2020,01/28/2021,Plymouth,325 MAIN ST,596470,833111,0.7159,Commercial,
202000141,2020,03/18/2021,Plymouth,99 EASTVIEW ROAD,34790,10000,3.479,Vacant Land,
11486,2001,07/18/2002,Norwalk,7 FIRESIDE CT,250600,534500,0.468849392,,
200179,2020,06/22/2021,Portland,724 GLASTONBURY TPKE,134750,220000,0.6125,Residential,Single Family
10693,2001,02/22/2002,Stratford,283 B AGAWAM DR,149180,0,0,,
21070,2021,11/18/2021,Stafford,155 WALES RD,35140,34350,1.0229,Vacant Land,
10929,2001,07-11-2002,New Britain,CEDARWOOD DR LT A,25960,40000,0.649,,
2016743,2020,07/19/2021,Redding,241 ETHAN ALLEN HIGHWAY,1769800,1800000,0.9832,Commercial,
20273,2020,01-11-2021,Ridgefield,12 CARPENTER CLOSE,89810,128300,0.7,Residential,Condo
10059,2001,09-04-2002,Warren,13 PARTRIDGE RD,173250,274900,0.630229174,,
10128,2001,04/23/2002,Thompson,COLONIAL RD,2100,2100,1,,
2101412,2021,05-02-2022,Stamford,11 BERTMOR DRIVE,389170,775000,0.5021,Residential,Single Family
200207,2020,06-10-2021,Rocky Hill,402 THE MEWS,120890,234900,0.5146,Residential,Condo
200010,2020,10/22/2020,Rocky Hill,59 HIGHCREST DRIVE,128870,193000,0.6677,Residential,Condo
2102049,2021,07/28/2022,Stamford,91 STRAWBERRY HILL AVE #224,130350,145000,0.8989,Residential,Condo
200002,2020,10-01-2020,Roxbury,20 CHURCH ST,439290,575000,0.763982609,Residential,Single Family
2102154,2021,08-12-2022,Stamford,49 HINCKLEY AVENUE,391700,740000,0.5293,Residential,Two Family
200568,2020,10-07-2020,Salem,81A SKYLINE DR.,46900,75000,0.6253,Vacant Land,
20200070,2020,04-08-2021,Sharon,101 MILLERTON RD,170200,287000,0.593,Residential,Single Family
20200107,2020,07/26/2021,Sharon,BARBERRY HILLS RD,106300,100000,1.063,Vacant Land,
10087,2001,01/23/2002,Winchester,936 MAIN ST,8000,8000,1,,
2100154,2021,10/19/2021,Stamford,99 OLD BARN ROAD WEST,292910,530000,0.5526,Residential,Single Family
200759,2020,07/21/2021,Shelton,104 MAPLE AVE,144410,185000,0.7805,Residential,Single Family
200245,2020,01-06-2021,Shelton,172-176 CORAM AVE,310660,375000,0.8284,Commercial,
200374,2020,03-01-2021,Shelton,1103 RENAISSANCE,227500,525000,0.4333,Residential,Condo
20104,2020,08/24/2021,Sherman,6 BULLYMUCK RD,23600,41382,0.5702,Vacant Land,
200362,2020,05/24/2021,Simsbury,75 HILLTOP DRIVE,99660,180000,0.5536,Residential,Condo
200377,2020,05/28/2021,Simsbury,108 LIBRARY LANE,80010,130000,0.6154,Residential,Condo
220019,2022,10/18/2022,Windsor,324 KINGS LANDING,149450,350000,0.427,Residential,Condo
200002,2020,10-01-2020,Simsbury,24 BRETTONWOOD DRIVE,186610,252000,0.7405,Residential,Condo
200081,2020,11-09-2020,Simsbury,2C MILL PONDO LANE,270440,372000,0.7269,Residential,Condo
200120,2020,12-03-2020,Simsbury,24 COBTAIL WAY,133940,160000,0.8371,Vacant Land,
10294,2001,04-01-2002,Windsor,11 TANGLEWOOD,64890,105000,0.618,,
20486,2020,06/15/2021,Southbury,808 A HERITAGE VILLAGE,92080,185000,0.4977,Residential,Condo
20588,2020,07/29/2021,Southbury,2005 PURCHASE BROOK RD,235950,510000,0.4626,Residential,Single Family
220900004,2022,09-06-2023,Woodbury,TUTTLE RD,56560,80000,0.707,Vacant Land,
20171,2020,11/30/2020,Southbury,259 BURR RD,74060,115000,0.644,Vacant Land,
220105,2022,11/14/2022,Hartford,67 CONGRESS AVE 067C,33773,125000,0.2702,Residential,Condo
220644,2022,02/14/2023,Bridgeport,329 PEARL ST #331,168500,300000,0.5616,Residential,Three Family
220060,2022,01-03-2023,East Windsor,108 RYE ST,108620,200000,0.5431,Residential,Single Family
220031,2022,10/21/2022,Avon,38 LORD DAVIS LANE,462850,860000,0.5381,Residential,Single Family
220879,2022,08/21/2023,Hartford,45-51 WILLARD ST UNIT 3EL,14222,69900,0.2034,Residential,Condo
220040,2022,11-01-2022,New Canaan,PASTURES LA,675150,1450000,0.4656,Vacant Land,
2200166,2022,01/27/2023,New Milford,28 BIRCHWOOD DR,168140,400000,0.4204,Residential,Single Family
221641,2022,02-07-2023,Manchester,34J GARDEN DRIVE & 14A GARDEN,79800,165000,0.4836,Residential,Condo
22211,2022,04/28/2023,Montville,41 CAROL DR,206410,355000,0.5814,Residential,Single Family
220025,2022,10-11-2022,Meriden,16 NO SPRING ST,113120,210000,0.5386,Residential,Single Family
220082,2022,12-12-2022,Madison,24A WILSHIRE RD,233100,210000,1.11,Residential,Condo
22138,2022,09/18/2023,Beacon Falls,104 FIELDSTONE LANE,0,616335,0,Residential,Condo
2222100,2022,02/21/2023,Ansonia,124 TREMONT ST,120960,105000,1.152,Residential,Single Family
220249,2022,01/17/2023,Greenwich,110 SHEEPHILL ROAD,509600,700000,0.728,Residential,Single Family
220252,2022,07-03-2023,Madison,258 OPENING HILL RD,236000,635000,0.3716,Residential,Single Family
2200060,2022,11/14/2022,New Milford,36 MIST HILL DR,198190,455000,0.4356,Residential,Single Family
220156,2022,08/18/2023,North Branford,15 CONIFER DR,184000,457000,0.4026,Residential,Single Family
220211,2022,01/18/2023,Litchfield,104 MEADOW ST,137910,513000,0.2688,Residential,Single Family
220147,2022,05-02-2023,Colchester,30 VICKI LN,139800,265000,0.5275,Residential,Single Family
220127,2022,05-08-2023,Coventry,10 MARK DR,150900,310000,0.4867,Residential,Single Family
2200461,2022,06/26/2023,East Hartford,7 STRAWBERRY LN,181350,360000,0.5037,Residential,Condo
22079,2022,08/14/2023,Columbia,6 STRICKLAND ROAD,142100,355000,0.4002,Residential,Single Family
220748,2022,06-06-2023,Milford,49 AUDUBON CLOSE,259460,455000,0.5702,Residential,Condo
2200337,2022,05-08-2023,Naugatuck,181 GORMAN ST,193270,290000,0.6664,Residential,Single Family
220115,2022,02-06-2023,Killingly,491 WESTCOTT RD,105980,150000,0.7065,Residential,Single Family
220473,2022,01/30/2023,Fairfield,13 BOND STREET,272370,390000,0.6983,Residential,Single Family
220287,2022,08/21/2023,Griswold,29 TRACY AVE,175140,407500,0.4297,Apartments,
220559,2022,05-08-2023,Hamden,900 SHERMAN AVE,248640,10000,24.864,Vacant Land,
220891,2022,08/29/2023,New Haven,646 WOODWARD AV,183750,340000,0.5404,Residential,Single Family
220455,2022,03/30/2023,Meriden,50 SUNBRIGHT DR NO,118580,125000,0.9486,Residential,Single Family
220679,2022,02/17/2023,Bridgeport,518 NOBLE AVE #520,158385,415000,0.3816,Residential,Three Family
2200031,2022,10/28/2022,East Haven,65 RUSSO AVE #A5,95130,158100,0.6017,Residential,Condo
222323,2022,08/21/2023,Bridgeport,2660 NORTH AVE UNIT 240,96190,260000,0.3699,Residential,Condo
22000028,2022,07/25/2023,Hampton,981 PUDDING HILL RD,126540,340000,0.3721,Residential,Single Family
220087,2022,06/21/2023,Easton,15 ORCHARD LANE,286300,801000,0.3574,Residential,Single Family
220199,2022,07/20/2023,Colchester,28 COLBURN DR,56500,76000,0.7434,Vacant Land,
2200341,2022,05-11-2023,Naugatuck,80 NORTH HOADLEY ST,171570,294900,0.5817,Residential,Single Family
220006,2022,10-10-2022,Bloomfield,5 STILLMAN RD,159950,340000,0.4704,Residential,Single Family
220585,2022,06/27/2023,Branford,27 BRAINERD RD UNIT B,184700,390000,0.4735,Residential,Single Family
220910,2022,09-05-2023,New Haven,29 ASSUMPTION ST,144270,240000,0.6011,Residential,Single Family
220009,2022,10-11-2022,Colchester,43 CATO CORNER RD,215500,322900,0.6673,Residential,Single Family
22015,2022,10/24/2022,Columbia,28 CHESBRO BRIDGE ROAD,304080,810000,0.3754,Residential,Single Family
220036,2022,04/18/2023,Bethlehem,11 MAIN ST S,317500,620000,0.512,Residential,Single Family
220527,2022,03-06-2023,Fairfield,240 SUNNYRIDGE AVE  UNIT 77,159320,301000,0.5293,Residential,Condo
222124,2022,07-05-2023,Bridgeport,173 BENNETT ST,138730,370000,0.3749,Residential,Single Family
2200390,2022,05/22/2023,East Hartford,45 BRIARWOOD LN,207650,275000,0.755,Residential,Single Family
221968,2022,07/27/2023,Manchester,935 MAIN STREET UNIT D2,110400,162000,0.6814,Commercial,
220004,2022,10-12-2022,Hebron,80 WELLSWOOD RD UNIT 8,81900,150000,0.546,Residential,Condo
221033,2022,09-01-2023,Milford,25 AUGUSTA DR,441870,768000,0.5753,Residential,Single Family
220553,2022,03/21/2023,Fairfield,1319 STILLSON ROAD,600880,1365000,0.4402,Residential,Single Family
220270,2022,03-02-2023,Enfield,4 HOWARD ST,141400,269900,0.5238,Residential,Single Family
221932,2022,05/25/2023,Bridgeport,22 EVERGREEN ST,167640,440000,0.381,Residential,Three Family
220278,2022,01/24/2023,New Haven,132 DERBY AV,191800,278000,0.6899,Residential,Three Family
220684,2022,06/16/2023,Hamden,75 SANTA FE AVE,388640,818500,0.4748,Residential,Single Family
220054,2022,05-04-2023,Lisbon,78 RIMEK RD,124370,225000,0.5527,Residential,Single Family
22134,2022,02/23/2023,North Haven,6 LIBERTY TERR,203380,260000,0.7822,Residential,Single Family
22312,2022,06/21/2023,Darien,16 PLYMOUTH ROAD,1595160,3195000,0.4992,Residential,Single Family
220900,2022,08/16/2023,Hamden,34 SQUIRE LA,207130,490000,0.4227,Residential,Single Family
220297,2022,09/22/2023,Brookfield,69 OBTUSE ROAD SOUTH,84040,140000,0.6002,Vacant Land,
220345,2022,03-10-2023,Greenwich,9 ROBIN PLACE,1471470,2585000,0.5692,Residential,Single Family
22100,2022,06-08-2023,Burlington,451 SPIELMAN HWY,143570,330000,0.4351,Residential,Single Family
220244,2022,07/13/2023,Ledyard,10 HERMITAGE DR,201530,460000,0.4381,Residential,Single Family
2200398,2022,06/27/2023,Naugatuck,6 PINEWOOD CROSSING SOUTH,282590,525000,0.5382,Residential,Single Family
220506,2022,04/21/2023,Branford,ANCHOR REEF CLUB 17E,137000,275000,0.4981,Residential,Condo
220071,2022,01/24/2023,East Windsor,72 ROCKVILLE RD,140890,285000,0.4943,Residential,Single Family
22161,2022,03/24/2023,North Haven,45 BLEECKER CIR,257180,489900,0.525,Residential,Condo
220002,2022,10-06-2022,Lyme,12 HONEY HILL RD,161800,425000,0.3807,Residential,Single Family
220421,2022,01/30/2023,Branford,BUCKLEY RD,127600,27321,4.6704,Vacant Land,
22250,2022,09-12-2023,Monroe,60 OLD COLONY RD,296900,636000,0.4668,Residential,Single Family
220091,2022,11-01-2022,Milford,118 GULF ST #15,207680,350000,0.5933,Residential,Condo
22113,2022,06/29/2023,Burlington,48 HUNTERS CROSSING,334950,750000,0.4466,Residential,Single Family
220942,2022,04-11-2023,Bridgeport,161 SHERWOOD AVE #163,204130,480000,0.4252,Residential,Two Family
220605,2022,06-05-2023,New Haven,105 BARCLAY ST,300580,500000,0.6011,Industrial,
22224,2022,05/19/2023,Montville,7 KILLEEN RD,170170,280000,0.6077,Residential,Single Family
220190,2022,08/29/2023,Ellington,10 AZALEA LN,297260,595000,0.4995,Residential,Single Family
220308,2022,08/31/2023,Killingly,91 GLORIA AV,170460,425000,0.401,Residential,Single Family
220549,2022,07/28/2023,Enfield,24 SPIER AVE,182600,312000,0.5852,Residential,Single Family
22055,2022,03/30/2023,Beacon Falls,75 FAIRFIELD PLACE,37490,395000,0.0949,Vacant Land,
2200459,2022,06/23/2023,East Hartford,5 COMANCHE RD,38870,70000,0.5552,Residential,Condo
2200432,2022,08/15/2023,New Milford,63 SULLIVAN FARM,174580,349995,0.4988,Residential,Condo
220297,2022,08/15/2023,Madison,22 SILO HILL,453000,981000,0.4617,Residential,Single Family
220127,2022,11/21/2022,Meriden,134 BALDWIN ST,159530,272500,0.5854,Residential,Single Family
220039,2022,11-02-2022,Madison,20 BARBERRY LN,717100,809000,0.8864,Residential,Single Family
22009,2022,10/21/2022,Lebanon,NORWICH AVE (276-51),4470,95000,0.047,Vacant Land,
220160,2022,07-11-2023,Ellington,26 GRAND BLVD,198650,446000,0.4454,Residential,Condo
220761,2022,07/25/2023,Meriden,9 FIESTA HGTS,178430,290000,0.6153,Residential,Single Family
220039,2022,12-08-2022,Canton,9 FOREST LANE,140230,330000,0.4249,Residential,Single Family
220297,2022,01/26/2023,Meriden,142 BRITANNIA ST,113330,165000,0.6868,Residential,Single Family
2200186,2022,03-06-2023,East Haven,96 PROSPECT RD,183050,330000,0.5546,Residential,Single Family
220555,2022,05-04-2023,Meriden,61 NO PEARL ST,128870,204000,0.6317,Residential,Single Family
220656,2022,06-08-2023,Hamden,24 FANS ROCK RD,165690,345000,0.4802,Residential,Single Family
220098,2022,05-03-2023,Canton,15 BIRCH ROAD,130940,302500,0.4328,Residential,Single Family
2200461,2022,08-02-2023,Naugatuck,66-3 LANTERN PARK DRIVE,88200,172000,0.5127,Residential,Condo
220085,2022,12/27/2022,Brookfield,934 FEDERAL ROAD,362920,1100000,0.3299,Industrial,
220067,2022,11-01-2022,Branford,79 MONTOYA,94900,234000,0.4055,Residential,Condo
220295,2022,01/25/2023,Meriden,19 SWAIN AVE,149450,260000,0.5748,Residential,Two Family
220184,2022,06/30/2023,Colchester,23 VILLAGE CT,215600,385000,0.56,Residential,Condo
220924,2022,09-11-2023,Greenwich,NORTH STREET 0051,1569750,2562500,0.6125,Residential,Single Family
220021,2022,10/26/2022,Bloomfield,34 COLD SPRING DR,189840,360000,0.5273,Residential,Single Family
220038,2022,12/28/2022,Hebron,302 JAGGER LANE,261590,434900,0.6014,Residential,Single Family
220073,2022,11-02-2022,Fairfield,66 CAMPFIELD DRIVE,226660,325000,0.6974,Residential,Two Family
220955,2022,09-05-2023,Hamden,39 IVES ST U308,124040,290000,0.4277,Residential,Condo
220637,2022,08-01-2023,Branford,2F STONEGATE,101100,220000,0.4595,Residential,Condo
220426,2022,03/20/2023,Meriden,83 COLONY BROOK PARK,33530,67000,0.5004,Residential,Single Family
2200278,2022,05-02-2023,New Milford,51 BULLYMUCK RD,254050,467000,0.544,Residential,Single Family
220971,2022,09/25/2023,Hartford,178 PARK ST UNIT D,20176,35000,0.5764,Residential,Condo
221838,2022,05/31/2023,Manchester,28 PROSPECT STREET UNIT 11,45900,87000,0.5275,Residential,Condo
220577,2022,01/26/2023,Bridgeport,251 JANE ST #257,142820,340000,0.42,Residential,Single Family
220116,2022,03/23/2023,East Hampton,16 CORNWELL TERRACE,162270,357000,0.4545,Residential,Single Family
220232,2022,08/18/2023,Colchester,31 COLCHESTER COMMONS,75000,155000,0.4838,Residential,Single Family
22246,2022,06/23/2023,North Haven,417 WASHINGTON AVE,224000,4250000,0.0527,Industrial,
220346,2022,04/18/2023,Enfield,16 BRAINARD RD,147000,230000,0.6391,Residential,Single Family
220875,2022,07/19/2023,Milford,300 MEADOWSIDE RD #202,82610,100000,0.8261,Residential,Condo
22151,2022,03/14/2023,North Haven,8 STATE ST,174620,275000,0.6349,Residential,Single Family
220066,2022,12-06-2022,Brookfield,60 BERKSHIRE DRIVE,306650,385000,0.7964,Residential,Single Family
22035,2022,04/18/2023,Bolton,280 BOLTON CENTER RD,158700,285000,0.5568,Residential,Single Family
220069,2022,04/13/2023,Hebron,17 BASS LAKE RD,216090,490000,0.441,Residential,Single Family
2200504,2022,07/25/2023,East Hartford,63 GRANDE RD,146090,300000,0.4869,Residential,Single Family
220616,2022,06-08-2023,New Haven,786 CHAPEL ST,391720,640000,0.612,Commercial,
220113,2022,11/22/2022,Fairfield,21 CHANDLERS LANE SOUTH,522550,890000,0.5871,Residential,Single Family
220229,2022,06/26/2023,Ledyard,135 WHALEHEAD RD,172060,300000,0.5735,Residential,Single Family
220145,2022,04-03-2023,Colchester,67 STANDISH RD,254900,405000,0.6293,Residential,Single Family
22097,2022,03/13/2023,Derby,130 HIGH ST,67060,17501,3.8317,Residential,Single Family
220015,2022,10-12-2022,Avon,3 FOREST HILLS DRIVE,162510,324900,0.5001,Residential,Single Family
22061,2022,12/19/2022,Monroe,43 CHALK HILL RD,195900,370000,0.5294,Residential,Single Family
220887,2022,08/24/2023,Hartford,59 EAST ST,53839,360000,0.1496,Residential,Three Family
220199,2022,05/23/2023,New Canaan,35 BANK ST-UNIT 10,599830,1050000,0.5712,Residential,Condo
220154,2022,03/20/2023,East Lyme,65 SEA CREST AVE,191240,440000,0.4346,Residential,Single Family
220002,2022,10-04-2022,Brookfield,14 WOOD CREEK RD,319240,520000,0.6139,Residential,Single Family
220240,2022,12-08-2022,Milford,7 ALANA DR #47,243200,410000,0.5931,Residential,Condo
220600,2022,05/24/2023,Meriden,37 LANOUETTE ST,134540,39000,3.4497,Residential,Single Family
220017,2022,11/21/2022,Middlefield,80 MAIN ST,189400,305000,0.6209,Residential,Single Family
220099,2022,03/15/2023,Clinton,137 EAST MAIN ST,196200,340000,0.577,Residential,Four Family
221317,2022,08-09-2023,Fairfield,321 CASTLE AVENUE,226870,525000,0.4321,Residential,Single Family
22115,2022,04-10-2023,Derby,1 FIFTH ST,65660,105000,0.6253,Residential,Single Family
220945,2022,08-08-2023,Milford,0 CASWELL COVE MARINA #C2,9800,19000,0.5157,Residential,Condo
220226,2022,12/27/2022,Hamden,35 BENHAM ST,122360,212000,0.5771,Residential,Single Family
220173,2022,04/25/2023,Madison,209 RIVER RD,227100,475000,0.4781,Residential,Single Family
220598,2022,08/18/2023,Enfield,329 ABBE RD,174200,285000,0.6112,Residential,Single Family
220063,2022,12-05-2022,Colchester,OLD HARTFORD RD,50400,115000,0.4382,Vacant Land,
220203,2022,12/20/2022,Meriden,157 WILLIAMS ST,147070,225000,0.6536,Residential,Single Family
220326,2022,08-02-2023,New London,461 BANK ST #603,197230,329900,0.5978,Residential,Condo
220259,2022,09/15/2023,East Hampton,211 MIDDLE HADDAM RD,421650,1500000,0.2811,Residential,Single Family
22193,2022,07-12-2023,Monroe,11 TURTLEBROOK TRAIL,170000,351500,0.4836,Residential,Condo
22333,2022,09/21/2023,Montville,24 TORY DR,221620,410000,0.5405,Residential,Single Family
221774,2022,04/28/2023,Manchester,102 WETHERELL STREET UNIT 12,129200,221500,0.5832,Residential,Condo
221914,2022,05/22/2023,Bridgeport,216 MACON DR,160960,420000,0.3832,Residential,Single Family
220240,2022,12/22/2022,Hartford,65 LINNMOORE ST,87392,290000,0.3013,Residential,Two Family
220798,2022,08-03-2023,Meriden,111 WEBB MANOR,33880,90000,0.3764,Residential,Condo
221410,2022,10/28/2022,Manchester,20 CARRIAGE DRIVE,209600,320000,0.655,Residential,Single Family
220015,2022,10/17/2022,Brooklyn,80 VENTURA DR,100100,261500,0.3827,Residential,Single Family
22279,2022,08/24/2023,Darien,354 HOYT STREET,439390,1185000,0.3707,Residential,Single Family
220024,2022,02-02-2023,Bethlehem,136 LAKE DR,141000,395000,0.3569,Residential,Single Family
220021,2022,10/20/2022,Coventry,426 LEWIS HILL RD,157000,289000,0.5432,Residential,Single Family
220776,2022,07/13/2023,Hamden,65 WASHINGTON RD,128730,300000,0.4291,Residential,Single Family
220389,2022,01-04-2023,Branford,5D STONEGATE,68700,140000,0.4907,Residential,Condo
223407,2022,07-12-2023,Newington,93 CHENEY LN,150420,140000,1.0744,Residential,Single Family
220796,2022,07/20/2023,Hamden,17 ROCKWOOD RD,118580,153990,0.77,Residential,Single Family
2200358,2022,05-01-2023,East Hartford,31 HIGH ST #3108,71160,155000,0.459,Residential,Condo
2200016,2022,10/18/2022,New Milford,52 OLD FARMS CONDO,115850,230000,0.5037,Residential,Condo
220833,2022,07/27/2023,Hamden,11 JEAN ST,91840,200000,0.4592,Residential,Single Family
220020,2022,10-12-2022,East Lyme,61 S. BEECHWOOD RD.,212940,430000,0.4952,Residential,Single Family
2200011,2022,10-05-2022,Naugatuck,71 CANDEE RD,229040,325000,0.7047,Residential,Single Family
220325,2022,02-07-2023,Meriden,16 MOSHER ST,135730,235000,0.5775,Residential,Three Family
220274,2022,04/13/2023,Groton,19 BANK ST,323750,835000,0.3877,Residential,Single Family
220004,2022,10/13/2022,New Hartford,173A MAIN STREET,892360,1770000,0.5041,Commercial,
2200150,2022,12/29/2022,Naugatuck,35 FAIRCHILD ST,113820,85000,1.339,Residential,Single Family
220117,2022,01/27/2023,Avon,265 BURNHAM ROAD,241590,545000,0.4432,Residential,Single Family
220071,2022,01/23/2023,Clinton,30 MALLARD LN,219224,570000,0.3846,Residential,Single Family
220413,2022,05/23/2023,Enfield,13 CEDAR ST,117100,190000,0.6163,Residential,Single Family
221069,2022,05/23/2023,Fairfield,405 HULLS HIGHWAY,573160,976500,0.5869,Residential,Single Family
222048,2022,06/16/2023,Bridgeport,68 HEWITT ST,113890,300000,0.3796,Residential,Single Family
220053,2022,11/30/2022,Bloomfield,23 PARK AVE,90490,205000,0.4414,Residential,Single Family
22035,2022,12-08-2022,Haddam,888 SAYBROOK RD,186630,399000,0.4677,Residential,Single Family
22000218,2022,04/20/2023,Cheshire,115 BELLAMY RD,241860,550000,0.4397,Residential,Single Family
2200019,2022,11-01-2022,New Fairfield,65 BOGUS HILL RD,438300,1100000,0.3984,Residential,Single Family
2222169,2022,06/30/2023,Ansonia,174 N STATE ST,242410,468000,0.5179,Residential,Two Family
220340,2022,02-09-2023,Hamden,52 ROBIN HILL LA,182000,500000,0.364,Residential,Single Family
22029,2022,03/28/2023,Eastford,86 COUNTY RD,49830,50500,0.9867,Residential,Single Family
220475,2022,04/21/2023,New Haven,902 TOWNSEND AV,140840,252000,0.5588,Residential,Single Family
22044,2022,12/30/2022,Haddam,INJUN HOLLOW RD,56320,70000,0.8045,Vacant Land,
22063,2022,01/17/2023,Derby,2 D ST,96810,130000,0.7446,Residential,Single Family
220329,2022,02-08-2023,Meriden,200 GRAVEL ST,141960,250000,0.5678,Residential,Two Family
22275,2022,07/17/2023,North Haven,25 APPLETREE LN,159640,375000,0.4257,Residential,Single Family
220276,2022,04/14/2023,Groton,88-6 BUDDINGTON RD,74410,179000,0.4156,Residential,Condo
222189,2022,07/20/2023,Bridgeport,2773 FAIRFIELD AVE UNIT #3,1139170,175000,6.5095,Commercial,
22056,2022,02-09-2023,Haddam,451 PLAINS RD,66560,87000,0.765,Residential,Single Family
